/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
집합 상위 학습 | 반경 300 상한 1000 무배송 500 gamma 0.997 구성=무작위 드론[3, 6] 목적지[20, 80] CC무작위 인스턴스=무작위 목표유지=off 완주보상=0.0 잔여페널티=0.1 규칙관측=False 규칙정규화=2.0 막힘페널티=0.0 도달권shaping=0.0 자기회귀=True 홀드아웃상한=3000 선택=makespan
/home/kopt/drone/proposed_src/pipeline/train_v5_26_09_15_23.py:335: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:836.)
  writer.add_scalar("train/alpha", float(log_alpha.exp()), ep)
Ep 1 | 드론5 목적지43 | 1000스텝 | 배송 42/43 | 재적재  7 | 중계율 0.12 | alpha 0.100 | step_limit
Ep 14 | 드론3 목적지41 |  776스텝 | 배송 41/41 | 재적재  7 | 중계율 0.28 | alpha 0.135 | complete
Ep 15 | 드론3 목적지66 | 1000스텝 | 배송 59/66 | 재적재 11 | 중계율 0.27 | alpha 0.147 | step_limit
Ep 16 | 드론4 목적지71 | 1000스텝 | 배송 68/71 | 재적재 12 | 중계율 0.28 | alpha 0.159 | step_limit
Ep 17 | 드론4 목적지24 |  972스텝 | 배송 24/24 | 재적재  4 | 중계율 0.40 | alpha 0.172 | complete
Ep 18 | 드론5 목적지49 |  608스텝 | 배송 49/49 | 재적재  7 | 중계율 0.23 | alpha 0.180 | complete
Ep 19 | 드론6 목적지34 |  334스텝 | 배송 34/34 | 재적재  5 | 중계율 0.23 | alpha 0.184 | complete
Ep 20 | 드론3 목적지48 | 1000스텝 | 배송 45/48 | 재적재  7 | 중계율 0.17 | alpha 0.198 | step_limit
Ep 21 | 드론4 목적지63 |  889스텝 | 배송 63/63 | 재적재 11 | 중계율 0.33 | alpha 0.211 | complete
Ep 22 | 드론6 목적지46 |  439스텝 | 배송 46/46 | 재적재  8 | 중계율 0.24 | alpha 0.217 | complete
Ep 23 | 드론3 목적지44 |  916스텝 | 배송 44/44 | 재적재  8 | 중계율 0.31 | alpha 0.232 | complete
Ep 24 | 드론5 목적지41 |  638스텝 | 배송 41/41 | 재적재  5 | 중계율 0.21 | alpha 0.243 | complete
Ep 25 | 드론5 목적지38 |  424스텝 | 배송 38/38 | 재적재  4 | 중계율 0.22 | alpha 0.250 | complete
Ep 26 | 드론5 목적지77 |  835스텝 | 배송 77/77 | 재적재 14 | 중계율 0.25 | alpha 0.265 | complete
Ep 27 | 드론3 목적지41 | 1000스텝 | 배송 40/41 | 재적재  6 | 중계율 0.31 | alpha 0.284 | step_limit
Ep 28 | 드론5 목적지52 |  634스텝 | 배송 52/52 | 재적재  8 | 중계율 0.30 | alpha 0.296 | complete
Ep 29 | 드론5 목적지72 |  960스텝 | 배송 72/72 | 재적재 13 | 중계율 0.34 | alpha 0.316 | complete
Ep 30 | 드론5 목적지61 |  860스텝 | 배송 61/61 | 재적재 10 | 중계율 0.34 | alpha 0.334 | complete
Ep 31 | 드론5 목적지45 |  839스텝 | 배송 45/45 | 재적재  7 | 중계율 0.29 | alpha 0.354 | complete
Ep 32 | 드론3 목적지68 | 1000스텝 | 배송 60/68 | 재적재  9 | 중계율 0.30 | alpha 0.379 | step_limit
Ep 33 | 드론3 목적지35 |  707스텝 | 배송 35/35 | 재적재  6 | 중계율 0.27 | alpha 0.398 | complete
Ep 34 | 드론3 목적지24 |  333스텝 | 배송 24/24 | 재적재  3 | 중계율 0.21 | alpha 0.407 | complete
Ep 35 | 드론3 목적지58 | 1000스텝 | 배송 54/58 | 재적재  9 | 중계율 0.28 | alpha 0.437 | step_limit
Ep 36 | 드론4 목적지64 | 1000스텝 | 배송 60/64 | 재적재 11 | 중계율 0.30 | alpha 0.470 | step_limit
Ep 37 | 드론6 목적지58 |  790스텝 | 배송 58/58 | 재적재  9 | 중계율 0.33 | alpha 0.497 | complete
Ep 38 | 드론3 목적지77 | 1000스텝 | 배송 60/77 | 재적재 10 | 중계율 0.27 | alpha 0.533 | step_limit
Ep 39 | 드론3 목적지28 |  816스텝 | 배송 18/28 | 재적재  2 | 중계율 0.38 | alpha 0.565 | no_progress
Ep 40 | 드론3 목적지37 |  670스텝 | 배송 37/37 | 재적재  7 | 중계율 0.21 | alpha 0.593 | complete
Ep 41 | 드론5 목적지59 |  456스텝 | 배송 59/59 | 재적재  9 | 중계율 0.12 | alpha 0.612 | complete
Ep 42 | 드론6 목적지58 |  593스텝 | 배송 58/58 | 재적재 11 | 중계율 0.27 | alpha 0.638 | complete
Ep 43 | 드론6 목적지20 |  277스텝 | 배송 20/20 | 재적재  1 | 중계율 0.17 | alpha 0.650 | complete
Ep 44 | 드론6 목적지30 |  227스텝 | 배송 30/30 | 재적재  3 | 중계율 0.11 | alpha 0.659 | complete
Ep 45 | 드론6 목적지39 |  369스텝 | 배송 39/39 | 재적재  6 | 중계율 0.26 | alpha 0.676 | complete
Ep 46 | 드론6 목적지32 |  298스텝 | 배송 32/32 | 재적재  4 | 중계율 0.21 | alpha 0.689 | complete
Ep 47 | 드론5 목적지35 |  531스텝 | 배송 35/35 | 재적재  4 | 중계율 0.25 | alpha 0.714 | complete
Ep 48 | 드론5 목적지39 |  526스텝 | 배송 39/39 | 재적재  5 | 중계율 0.27 | alpha 0.740 | complete
Ep 49 | 드론5 목적지47 |  702스텝 | 배송 47/47 | 재적재  7 | 중계율 0.23 | alpha 0.776 | complete
Ep 50 | 드론4 목적지72 |  951스텝 | 배송 72/72 | 재적재 13 | 중계율 0.24 | alpha 0.827 | complete
  [홀드아웃] 배송 46.4±5.5 완주 0.50 스텝 1176 점수 56.1 재적재 7.4 2홉+ 0.63 | 최고 56.1@ep50 정체 0/15  ← 갱신
Ep 51 | 드론4 목적지71 |  980스텝 | 배송 71/71 | 재적재 13 | 중계율 0.19 | alpha 0.883 | complete
Ep 52 | 드론4 목적지45 |  549스텝 | 배송 45/45 | 재적재  8 | 중계율 0.14 | alpha 0.916 | complete
Ep 53 | 드론6 목적지64 |  435스텝 | 배송 64/64 | 재적재 10 | 중계율 0.11 | alpha 0.941 | complete
Ep 54 | 드론5 목적지24 |  424스텝 | 배송 24/24 | 재적재  4 | 중계율 0.32 | alpha 0.967 | complete
Ep 55 | 드론6 목적지60 |  601스텝 | 배송 60/60 | 재적재  8 | 중계율 0.29 | alpha 1.003 | complete
Ep 56 | 드론6 목적지20 |  176스텝 | 배송 20/20 | 재적재  0 | 중계율 0.19 | alpha 1.013 | complete
Ep 57 | 드론5 목적지61 |  631스텝 | 배송 61/61 | 재적재 10 | 중계율 0.17 | alpha 1.048 | complete
Ep 58 | 드론5 목적지77 |  842스텝 | 배송 77/77 | 재적재 15 | 중계율 0.20 | alpha 1.092 | complete
Ep 59 | 드론5 목적지40 |  638스텝 | 배송 40/40 | 재적재  7 | 중계율 0.33 | alpha 1.123 | complete
Ep 60 | 드론3 목적지76 | 1000스텝 | 배송 69/76 | 재적재 11 | 중계율 0.28 | alpha 1.159 | step_limit
Ep 61 | 드론5 목적지66 |  700스텝 | 배송 66/66 | 재적재 11 | 중계율 0.24 | alpha 1.183 | complete
Ep 62 | 드론5 목적지43 |  402스텝 | 배송 43/43 | 재적재  6 | 중계율 0.17 | alpha 1.194 | complete
Ep 63 | 드론5 목적지57 |  600스텝 | 배송 57/57 | 재적재  9 | 중계율 0.20 | alpha 1.207 | complete
Ep 64 | 드론3 목적지52 | 1000스텝 | 배송 47/52 | 재적재  7 | 중계율 0.29 | alpha 1.224 | step_limit
Ep 65 | 드론5 목적지42 |  484스텝 | 배송 42/42 | 재적재  7 | 중계율 0.18 | alpha 1.230 | complete
Ep 66 | 드론4 목적지41 |  645스텝 | 배송 41/41 | 재적재  7 | 중계율 0.23 | alpha 1.240 | complete
Ep 67 | 드론5 목적지23 |  306스텝 | 배송 23/23 | 재적재  3 | 중계율 0.11 | alpha 1.245 | complete
Ep 68 | 드론5 목적지77 |  685스텝 | 배송 77/77 | 재적재 12 | 중계율 0.14 | alpha 1.260 | complete
Ep 69 | 드론4 목적지48 |  479스텝 | 배송 48/48 | 재적재  9 | 중계율 0.09 | alpha 1.263 | complete
Ep 70 | 드론3 목적지69 | 1000스텝 | 배송 52/69 | 재적재  9 | 중계율 0.32 | alpha 1.259 | step_limit
Ep 71 | 드론5 목적지34 |  358스텝 | 배송 34/34 | 재적재  5 | 중계율 0.14 | alpha 1.258 | complete
Ep 72 | 드론5 목적지61 | 1000스텝 | 배송 59/61 | 재적재  9 | 중계율 0.33 | alpha 1.257 | step_limit
Ep 73 | 드론6 목적지50 |  503스텝 | 배송 50/50 | 재적재  7 | 중계율 0.24 | alpha 1.257 | complete
Ep 74 | 드론4 목적지70 | 1000스텝 | 배송 68/70 | 재적재 11 | 중계율 0.19 | alpha 1.251 | step_limit
Ep 75 | 드론6 목적지21 |  211스텝 | 배송 21/21 | 재적재  0 | 중계율 0.14 | alpha 1.247 | complete
Ep 76 | 드론3 목적지49 | 1000스텝 | 배송 45/49 | 재적재  7 | 중계율 0.27 | alpha 1.223 | step_limit
Ep 77 | 드론4 목적지67 | 1000스텝 | 배송 57/67 | 재적재  9 | 중계율 0.33 | alpha 1.207 | step_limit
Ep 78 | 드론3 목적지34 |  585스텝 | 배송 34/34 | 재적재  6 | 중계율 0.18 | alpha 1.200 | complete
Ep 79 | 드론5 목적지31 |  359스텝 | 배송 31/31 | 재적재  5 | 중계율 0.24 | alpha 1.204 | complete
Ep 80 | 드론3 목적지44 |  659스텝 | 배송 44/44 | 재적재  7 | 중계율 0.21 | alpha 1.208 | complete
Ep 81 | 드론6 목적지71 |  687스텝 | 배송 71/71 | 재적재 12 | 중계율 0.25 | alpha 1.208 | complete
Ep 82 | 드론4 목적지59 |  596스텝 | 배송 59/59 | 재적재 10 | 중계율 0.14 | alpha 1.217 | complete
Ep 83 | 드론6 목적지21 |  189스텝 | 배송 21/21 | 재적재  0 | 중계율 0.09 | alpha 1.227 | complete
Ep 84 | 드론4 목적지41 |  834스텝 | 배송 41/41 | 재적재  7 | 중계율 0.26 | alpha 1.253 | complete
Ep 85 | 드론5 목적지38 |  495스텝 | 배송 38/38 | 재적재  6 | 중계율 0.20 | alpha 1.279 | complete
Ep 86 | 드론5 목적지64 |  669스텝 | 배송 64/64 | 재적재 10 | 중계율 0.19 | alpha 1.313 | complete
Ep 87 | 드론5 목적지24 |  451스텝 | 배송 24/24 | 재적재  3 | 중계율 0.21 | alpha 1.333 | complete
Ep 88 | 드론5 목적지66 |  585스텝 | 배송 66/66 | 재적재 11 | 중계율 0.15 | alpha 1.349 | complete
Ep 89 | 드론6 목적지20 |  271스텝 | 배송 20/20 | 재적재  1 | 중계율 0.11 | alpha 1.355 | complete
Ep 90 | 드론6 목적지37 |  286스텝 | 배송 37/37 | 재적재  6 | 중계율 0.08 | alpha 1.357 | complete
Ep 91 | 드론4 목적지60 |  876스텝 | 배송 60/60 | 재적재  9 | 중계율 0.22 | alpha 1.343 | complete
Ep 92 | 드론3 목적지37 | 1000스텝 | 배송 33/37 | 재적재  5 | 중계율 0.28 | alpha 1.329 | step_limit
Ep 93 | 드론4 목적지27 |  658스텝 | 배송 27/27 | 재적재  4 | 중계율 0.24 | alpha 1.351 | complete
Ep 94 | 드론4 목적지76 | 1000스텝 | 배송 74/76 | 재적재 13 | 중계율 0.23 | alpha 1.380 | step_limit
Ep 95 | 드론5 목적지30 |  373스텝 | 배송 30/30 | 재적재  5 | 중계율 0.16 | alpha 1.372 | complete
Ep 96 | 드론6 목적지34 |  472스텝 | 배송 34/34 | 재적재  3 | 중계율 0.21 | alpha 1.361 | complete
Ep 97 | 드론5 목적지35 |  573스텝 | 배송 35/35 | 재적재  4 | 중계율 0.23 | alpha 1.363 | complete
Ep 98 | 드론5 목적지39 |  417스텝 | 배송 39/39 | 재적재  6 | 중계율 0.13 | alpha 1.357 | complete
Ep 99 | 드론5 목적지69 | 1000스텝 | 배송 64/69 | 재적재 11 | 중계율 0.29 | alpha 1.348 | step_limit
Ep 100 | 드론6 목적지80 |  664스텝 | 배송 80/80 | 재적재 14 | 중계율 0.14 | alpha 1.345 | complete
  [홀드아웃] 배송 49.1±2.4 완주 0.72 스텝 1215 점수 78.5 재적재 8.1 2홉+ 0.65 | 최고 78.5@ep100 정체 0/15  ← 갱신
Ep 101 | 드론3 목적지62 | 1000스텝 | 배송 57/62 | 재적재 10 | 중계율 0.22 | alpha 1.357 | step_limit
Ep 102 | 드론4 목적지30 |  358스텝 | 배송 30/30 | 재적재  4 | 중계율 0.16 | alpha 1.367 | complete
Ep 103 | 드론5 목적지75 |  779스텝 | 배송 75/75 | 재적재 12 | 중계율 0.22 | alpha 1.370 | complete
Ep 104 | 드론4 목적지39 |  503스텝 | 배송 39/39 | 재적재  6 | 중계율 0.17 | alpha 1.368 | complete
Ep 105 | 드론5 목적지24 |  362스텝 | 배송 24/24 | 재적재  3 | 중계율 0.15 | alpha 1.369 | complete
Ep 106 | 드론5 목적지73 |  818스텝 | 배송 73/73 | 재적재 14 | 중계율 0.22 | alpha 1.371 | complete
Ep 107 | 드론5 목적지25 |  259스텝 | 배송 25/25 | 재적재  4 | 중계율 0.16 | alpha 1.360 | complete
Ep 108 | 드론3 목적지69 | 1000스텝 | 배송 60/69 | 재적재 11 | 중계율 0.29 | alpha 1.374 | step_limit
Ep 109 | 드론4 목적지25 |  290스텝 | 배송 25/25 | 재적재  4 | 중계율 0.10 | alpha 1.376 | complete
Ep 110 | 드론3 목적지26 |  637스텝 | 배송 26/26 | 재적재  4 | 중계율 0.24 | alpha 1.389 | complete
Ep 111 | 드론3 목적지21 |  833스텝 | 배송 21/21 | 재적재  2 | 중계율 0.26 | alpha 1.366 | complete
Ep 112 | 드론6 목적지31 |  244스텝 | 배송 31/31 | 재적재  3 | 중계율 0.07 | alpha 1.359 | complete
Ep 113 | 드론4 목적지57 | 1000스텝 | 배송 51/57 | 재적재  9 | 중계율 0.26 | alpha 1.304 | step_limit
Ep 114 | 드론6 목적지64 |  626스텝 | 배송 64/64 | 재적재 11 | 중계율 0.19 | alpha 1.277 | complete
Ep 115 | 드론5 목적지57 |  598스텝 | 배송 57/57 | 재적재  9 | 중계율 0.20 | alpha 1.255 | complete
Ep 116 | 드론3 목적지78 | 1000스텝 | 배송 55/78 | 재적재  9 | 중계율 0.26 | alpha 1.238 | step_limit
Ep 117 | 드론6 목적지76 |  894스텝 | 배송 76/76 | 재적재 12 | 중계율 0.31 | alpha 1.223 | complete
Ep 118 | 드론3 목적지59 | 1000스텝 | 배송 56/59 | 재적재 10 | 중계율 0.24 | alpha 1.254 | step_limit
Ep 119 | 드론4 목적지73 | 1000스텝 | 배송 66/73 | 재적재 12 | 중계율 0.26 | alpha 1.254 | step_limit
Ep 120 | 드론4 목적지68 | 1000스텝 | 배송 61/68 | 재적재 11 | 중계율 0.24 | alpha 1.248 | step_limit
Ep 121 | 드론6 목적지59 |  503스텝 | 배송 59/59 | 재적재  9 | 중계율 0.22 | alpha 1.229 | complete
Ep 122 | 드론6 목적지55 |  567스텝 | 배송 55/55 | 재적재  8 | 중계율 0.21 | alpha 1.221 | complete
Ep 123 | 드론4 목적지22 |  353스텝 | 배송 22/22 | 재적재  2 | 중계율 0.17 | alpha 1.212 | complete
Ep 124 | 드론3 목적지57 | 1000스텝 | 배송 55/57 | 재적재 10 | 중계율 0.20 | alpha 1.181 | step_limit
Ep 125 | 드론3 목적지29 |  671스텝 | 배송 29/29 | 재적재  4 | 중계율 0.21 | alpha 1.170 | complete
Ep 126 | 드론6 목적지80 |  643스텝 | 배송 80/80 | 재적재 14 | 중계율 0.17 | alpha 1.150 | complete
Ep 127 | 드론6 목적지23 |  285스텝 | 배송 23/23 | 재적재  1 | 중계율 0.21 | alpha 1.144 | complete
Ep 128 | 드론4 목적지75 | 1000스텝 | 배송 64/75 | 재적재 10 | 중계율 0.29 | alpha 1.128 | step_limit
Ep 129 | 드론5 목적지31 |  512스텝 | 배송 31/31 | 재적재  3 | 중계율 0.30 | alpha 1.122 | complete
Ep 130 | 드론5 목적지26 |  242스텝 | 배송 26/26 | 재적재  4 | 중계율 0.06 | alpha 1.121 | complete
Ep 131 | 드론6 목적지57 |  451스텝 | 배송 57/57 | 재적재  9 | 중계율 0.11 | alpha 1.117 | complete
Ep 132 | 드론4 목적지51 | 1000스텝 | 배송 50/51 | 재적재  8 | 중계율 0.36 | alpha 1.109 | step_limit
Ep 133 | 드론6 목적지36 |  373스텝 | 배송 36/36 | 재적재  3 | 중계율 0.15 | alpha 1.114 | complete
Ep 134 | 드론5 목적지49 |  638스텝 | 배송 49/49 | 재적재  6 | 중계율 0.22 | alpha 1.106 | complete
Ep 135 | 드론4 목적지56 | 1000스텝 | 배송 55/56 | 재적재 10 | 중계율 0.29 | alpha 1.091 | step_limit
Ep 136 | 드론3 목적지38 |  866스텝 | 배송 38/38 | 재적재  6 | 중계율 0.27 | alpha 1.044 | complete
Ep 137 | 드론6 목적지37 |  307스텝 | 배송 37/37 | 재적재  5 | 중계율 0.08 | alpha 1.038 | complete
Ep 138 | 드론5 목적지68 |  670스텝 | 배송 68/68 | 재적재 11 | 중계율 0.21 | alpha 1.033 | complete
Ep 139 | 드론3 목적지63 |  969스텝 | 배송 63/63 | 재적재 11 | 중계율 0.18 | alpha 1.031 | complete
Ep 140 | 드론6 목적지64 |  632스텝 | 배송 64/64 | 재적재 11 | 중계율 0.20 | alpha 1.044 | complete
Ep 141 | 드론4 목적지48 |  785스텝 | 배송 48/48 | 재적재  9 | 중계율 0.17 | alpha 1.080 | complete
Ep 142 | 드론5 목적지69 |  698스텝 | 배송 69/69 | 재적재 12 | 중계율 0.17 | alpha 1.107 | complete
Ep 143 | 드론3 목적지58 |  893스텝 | 배송 58/58 | 재적재 11 | 중계율 0.23 | alpha 1.134 | complete
Ep 144 | 드론6 목적지55 |  620스텝 | 배송 55/55 | 재적재  8 | 중계율 0.21 | alpha 1.135 | complete
Ep 145 | 드론3 목적지39 | 1000스텝 | 배송 30/39 | 재적재  5 | 중계율 0.31 | alpha 1.167 | step_limit
Ep 146 | 드론3 목적지60 |  913스텝 | 배송 60/60 | 재적재 11 | 중계율 0.17 | alpha 1.181 | complete
Ep 147 | 드론4 목적지44 |  587스텝 | 배송 44/44 | 재적재  8 | 중계율 0.16 | alpha 1.172 | complete
Ep 148 | 드론6 목적지50 |  472스텝 | 배송 50/50 | 재적재  6 | 중계율 0.20 | alpha 1.166 | complete
Ep 149 | 드론3 목적지36 |  730스텝 | 배송 36/36 | 재적재  6 | 중계율 0.20 | alpha 1.156 | complete
Ep 150 | 드론5 목적지78 |  799스텝 | 배송 78/78 | 재적재 12 | 중계율 0.21 | alpha 1.134 | complete
  [홀드아웃] 배송 49.9±0.3 완주 0.93 스텝 1036 점수 99.0 재적재 8.0 2홉+ 0.64 | 최고 99.0@ep150 정체 0/15  ← 갱신
Ep 151 | 드론4 목적지64 |  777스텝 | 배송 64/64 | 재적재 12 | 중계율 0.12 | alpha 1.117 | complete
Ep 152 | 드론6 목적지21 |  152스텝 | 배송 21/21 | 재적재  0 | 중계율 0.09 | alpha 1.115 | complete
Ep 153 | 드론5 목적지76 | 1000스텝 | 배송 70/76 | 재적재 11 | 중계율 0.24 | alpha 1.102 | step_limit
Ep 154 | 드론3 목적지40 | 1000스텝 | 배송 38/40 | 재적재  6 | 중계율 0.20 | alpha 1.079 | step_limit
Ep 155 | 드론4 목적지64 |  795스텝 | 배송 64/64 | 재적재 11 | 중계율 0.18 | alpha 1.070 | complete
Ep 156 | 드론5 목적지50 |  629스텝 | 배송 50/50 | 재적재  8 | 중계율 0.19 | alpha 1.086 | complete
Ep 157 | 드론3 목적지56 | 1000스텝 | 배송 53/56 | 재적재  9 | 중계율 0.23 | alpha 1.075 | step_limit
Ep 158 | 드론6 목적지67 |  536스텝 | 배송 67/67 | 재적재 10 | 중계율 0.18 | alpha 1.059 | complete
Ep 159 | 드론5 목적지78 |  823스텝 | 배송 78/78 | 재적재 14 | 중계율 0.17 | alpha 1.033 | complete
Ep 160 | 드론5 목적지23 |  407스텝 | 배송 23/23 | 재적재  3 | 중계율 0.22 | alpha 1.030 | complete
Ep 161 | 드론6 목적지73 |  720스텝 | 배송 73/73 | 재적재 13 | 중계율 0.22 | alpha 1.033 | complete
Ep 162 | 드론4 목적지49 |  796스텝 | 배송 49/49 | 재적재  9 | 중계율 0.13 | alpha 1.043 | complete
Ep 163 | 드론5 목적지36 |  481스텝 | 배송 36/36 | 재적재  5 | 중계율 0.16 | alpha 1.049 | complete
Ep 164 | 드론5 목적지54 |  543스텝 | 배송 54/54 | 재적재  9 | 중계율 0.11 | alpha 1.054 | complete
Ep 165 | 드론6 목적지47 |  384스텝 | 배송 47/47 | 재적재  6 | 중계율 0.17 | alpha 1.058 | complete
Ep 166 | 드론5 목적지63 |  573스텝 | 배송 63/63 | 재적재 11 | 중계율 0.14 | alpha 1.055 | complete
Ep 167 | 드론5 목적지38 |  478스텝 | 배송 38/38 | 재적재  5 | 중계율 0.18 | alpha 1.062 | complete
Ep 168 | 드론5 목적지44 |  710스텝 | 배송 44/44 | 재적재  6 | 중계율 0.24 | alpha 1.078 | complete
Ep 169 | 드론5 목적지45 |  912스텝 | 배송 45/45 | 재적재  7 | 중계율 0.29 | alpha 1.070 | complete
Ep 170 | 드론4 목적지78 | 1000스텝 | 배송 77/78 | 재적재 14 | 중계율 0.22 | alpha 1.032 | step_limit
Ep 171 | 드론5 목적지34 |  480스텝 | 배송 34/34 | 재적재  4 | 중계율 0.19 | alpha 1.021 | complete
Ep 172 | 드론4 목적지48 |  806스텝 | 배송 48/48 | 재적재  7 | 중계율 0.17 | alpha 1.018 | complete
Ep 173 | 드론4 목적지64 | 1000스텝 | 배송 47/64 | 재적재  7 | 중계율 0.37 | alpha 1.026 | step_limit
Ep 174 | 드론5 목적지38 |  463스텝 | 배송 38/38 | 재적재  4 | 중계율 0.14 | alpha 1.025 | complete
Ep 175 | 드론4 목적지56 |  767스텝 | 배송 56/56 | 재적재  9 | 중계율 0.21 | alpha 1.040 | complete
Ep 176 | 드론3 목적지68 | 1000스텝 | 배송 56/68 | 재적재  9 | 중계율 0.32 | alpha 1.045 | step_limit
Ep 177 | 드론5 목적지74 |  647스텝 | 배송 74/74 | 재적재 12 | 중계율 0.21 | alpha 1.059 | complete
Ep 178 | 드론5 목적지37 |  477스텝 | 배송 37/37 | 재적재  5 | 중계율 0.19 | alpha 1.072 | complete
Ep 179 | 드론6 목적지48 |  503스텝 | 배송 48/48 | 재적재  8 | 중계율 0.22 | alpha 1.082 | complete
Ep 180 | 드론4 목적지61 |  765스텝 | 배송 61/61 | 재적재 10 | 중계율 0.20 | alpha 1.081 | complete
Ep 181 | 드론3 목적지80 | 1000스텝 | 배송 58/80 | 재적재 10 | 중계율 0.27 | alpha 1.058 | step_limit
Ep 182 | 드론5 목적지31 |  345스텝 | 배송 31/31 | 재적재  3 | 중계율 0.14 | alpha 1.063 | complete
Ep 183 | 드론4 목적지53 |  862스텝 | 배송 53/53 | 재적재  8 | 중계율 0.23 | alpha 1.048 | complete
Ep 184 | 드론4 목적지64 |  924스텝 | 배송 64/64 | 재적재 12 | 중계율 0.28 | alpha 1.051 | complete
Ep 185 | 드론3 목적지49 |  904스텝 | 배송 49/49 | 재적재  9 | 중계율 0.19 | alpha 1.057 | complete
Ep 186 | 드론5 목적지47 |  597스텝 | 배송 47/47 | 재적재  7 | 중계율 0.22 | alpha 1.059 | complete
Ep 187 | 드론5 목적지59 | 1000스텝 | 배송 58/59 | 재적재 10 | 중계율 0.30 | alpha 1.032 | step_limit
Ep 188 | 드론3 목적지33 |  766스텝 | 배송 33/33 | 재적재  5 | 중계율 0.21 | alpha 1.033 | complete
Ep 189 | 드론6 목적지35 |  309스텝 | 배송 35/35 | 재적재  5 | 중계율 0.12 | alpha 1.029 | complete
Ep 190 | 드론3 목적지30 |  547스텝 | 배송 30/30 | 재적재  5 | 중계율 0.20 | alpha 1.024 | complete
Ep 191 | 드론4 목적지70 | 1000스텝 | 배송 68/70 | 재적재 13 | 중계율 0.25 | alpha 1.016 | step_limit
Ep 192 | 드론5 목적지36 |  329스텝 | 배송 36/36 | 재적재  4 | 중계율 0.11 | alpha 1.015 | complete
Ep 193 | 드론3 목적지54 | 1000스텝 | 배송 47/54 | 재적재  8 | 중계율 0.27 | alpha 1.010 | step_limit
